category,title,description,og:url,start_time,end_time,latitude,longitude,image,event_id,category_ai,category_1,category_2,category_3
Education,Family Gatherings: A Water Exploratorium Adventure with Spellbound Theatre!,Join our September in-person Family Gathering where we are collaborating with Spellbound Theatre for a water play and art adventure!,https://www.eventbrite.com/e/family-gatherings-a-water-exploratorium-adventure-with-spellbound-theatre-tickets-1388506844349,2025-09-28T16:00:00-04:00,2025-09-28 18:00:00-04:00,40.67446109999999,-73.94398629999999,https://cdn.evbuc.com/images/1076011883/133295586021/1/logo.20250717-211742,1388506844349,"Community & Culture, Education, Home & Lifestyle",Community & Culture,Education,Home & Lifestyle
Education,Surprise 80th Birthday Celebration for Brian ODwyer,Get ready to celebrate Brian ODwyer turning 80 with a surprise party that will make him feel loved and appreciated! Drinks & food included!,https://www.eventbrite.com/e/surprise-80th-birthday-celebration-for-brian-odwyer-tickets-1304869061489,2025-10-18T20:00:00-04:00,2025-10-18 22:00:00-04:00,40.7506213,-73.9862915,https://cdn.evbuc.com/images/996334403/354980533601/1/logo.20250331-003420,1304869061489,"Community & Culture, Food & Drink, Nightlife & Parties",Community & Culture,Food & Drink,Nightlife & Parties
Education,Costumes & Cocktais,Get ready for a spooktacular night of fun at our first-ever Costume & Cocktails Party! ✨ Join us for an unforgettable evening!,https://www.eventbrite.com/e/costumes-cocktais-tickets-1735893928469,2025-11-01T18:30:00-04:00,2025-11-01 23:00:00-04:00,40.7532936,-74.004217,https://cdn.evbuc.com/images/1133262203/337342825887/1/logo.20250923-212707,1735893928469,"Nightlife & Parties
Food & Drink
Community & Culture",Education,,
Education,BABY FETE,A Caribbean Party for little ones and their grown-ups!,https://www.eventbrite.com/e/baby-fete-tickets-1711128514449,2025-12-07T13:00:00-05:00,2025-12-07 16:00:00-05:00,40.6710928,-73.9933331,https://cdn.evbuc.com/images/1126994933/2244821084983/1/logo.20250917-143652,1711128514449,"Community & Culture, Music, Nightlife & Parties",Community & Culture,Music,Nightlife & Parties
Education,Book Your Kids Outdoor Bird-thday Party Today!,Celebrate your childs birthday with a fun outdoor bird-themed party - book now!,https://www.eventbrite.com/e/book-your-kids-outdoor-bird-thday-party-today-tickets-1357265751399,2025-05-10T12:00:00-04:00,2025-11-28 16:30:00-05:00,40.7692564,-73.959428,https://cdn.evbuc.com/images/1025476503/2537102446281/1/logo.20250507-162637,1357265751399,"Community & Culture, Education, Home & Lifestyle",Community & Culture,Education,Home & Lifestyle
Education,Stephanys Surprise Baby Shower,"¡Celebremos la llegada del bebé de Stephany con juegos, regalos y mucha diversión en su baby shower! Shhh… it’s a surprise!",https://www.eventbrite.com/e/stephanys-surprise-baby-shower-tickets-1720687295019,2025-09-28T13:00:00-04:00,2025-09-28 18:00:00-04:00,40.68698,-73.835523,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1129353363%2F52317603482%2F1%2Foriginal.png?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=48f7c1a766928765f1a60021ca663b82,1720687295019,"Community & Culture, Home & Lifestyle, Charity & Social Causes",Community & Culture,Home & Lifestyle,Charity & Social Causes
Online,The Here Queer Sober Roundup,"Come join us at The Here Queer Sober Roundup for a fun, sober gathering with our LGBTQ+ community!",https://www.eventbrite.com/e/the-here-queer-sober-roundup-tickets-932785515587,2025-09-26T09:00:00-04:00,2025-09-28 16:00:00-04:00,40.7585862,-73.98582019999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F795650029%2F2208357141693%2F1%2Foriginal.20240625-022701?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C186%2C1124%2C562&s=1d8d1ba118c649eae0f518fabcee8d2a,932785515587,"Community & Culture, Health & Fitness, Charity & Social Causes",Community & Culture,Health & Fitness,Charity & Social Causes
Online,2025 - New York African Restaurant Week Festival -,Food Market -  Afrobeat/Amapiano/Soca/ - Live Performances - Vendors - supporting small buisness and culture,https://www.eventbrite.com/e/2025-new-york-african-restaurant-week-festival--tickets-1011546050467,2025-09-26T12:00:00-04:00,2025-09-28 19:00:00-04:00,40.6799431,-73.94599339999999,https://cdn.evbuc.com/images/1132976473/253934397491/1/logo.20250923-175505,1011546050467,"Food & Drink, Music, Community & Culture",Food & Drink,Music,Community & Culture
STEM,2025 Biostatistics Symposium: New Frontiers in Clinical Trial Methodology,"Join us for a full day of discussions on cutting-edge innovations in clinical trial design, analysis, and
implementation!",https://www.eventbrite.com/e/2025-biostatistics-symposium-new-frontiers-in-clinical-trial-methodology-tickets-1497142145459,2025-10-17T09:00:00-04:00,2025-10-17 18:00:00-04:00,40.7476267,-73.98348469999999,https://cdn.evbuc.com/images/1133359023/2166115797723/1/logo.20250923-230703,1497142145459,"STEM, Education, Business",STEM,Education,Business
STEM,AI Dev 25 x NYC - The AI Developer Conference,"Join us for a day of coding, learning, and connecting to build AI applications with your fellow developers!",https://www.eventbrite.com/e/ai-dev-25-x-nyc-the-ai-developer-conference-tickets-1583028543989,2025-11-14T08:00:00-05:00,2025-11-14 19:00:00-05:00,40.7541644,-74.0009082,https://cdn.evbuc.com/images/1094074953/261282683933/1/logo.20250812-184303,1583028543989,"STEM, Education, Business",STEM,Education,Business
STEM,XR Motion Conference,Join us at XR Motion Conference to explore the latest digital art trends and technologies!,https://www.eventbrite.com/e/xr-motion-conference-tickets-1343286910309,2025-10-25T11:00:00-04:00,2025-10-25 22:00:00-04:00,40.6998662,-73.9772792,https://cdn.evbuc.com/images/1089636723/1242956996453/1/logo.20250806-153212,1343286910309,"STEM
Education
Business",STEM,,
STEM,The State of Crypto 2025: Crypto Startups Roadshow,On-Demand Customized Online Program for Business and Policy Leaders (Organizations),https://www.eventbrite.com/e/the-state-of-crypto-2025-crypto-startups-roadshow-tickets-1291997201409,2025-03-20T10:00:00-04:00,2025-11-30 12:00:00-05:00,40.706877,-74.0112654,https://cdn.evbuc.com/images/987108833/29817277049/1/logo.20250318-230004,1291997201409,"Business, Education
Business, STEM",Business,,STEM
STEM,Vertebrate Genomes Project (VGP) In-Person Conference 2025,Join us at the VGP In-Person Conference 2025 to dive deep into the world of vertebrate genomes with top researchers and experts!,https://www.eventbrite.com/e/vertebrate-genomes-project-vgp-in-person-conference-2025-tickets-1478318102239,2025-09-30T09:00:00-04:00,2025-10-01 20:00:00-04:00,40.7625706,-73.95568889999998,https://cdn.evbuc.com/images/1086276263/250397485209/1/logo.20250801-152333,1478318102239,"STEM, Education, Business",STEM,Education,Business
STEM,2025 FDNY High Rise Symposium,"Join FDNY’s 2025 High Rise Symposium in NYC—3 days of top fire safety tactics, tech, strategy & expert insights. Don’t miss it!",https://www.eventbrite.com/e/2025-fdny-high-rise-symposium-tickets-1359682780799,2025-10-03T08:00:00-04:00,2025-10-05 16:00:00-04:00,40.7585862,-73.98582019999999,https://cdn.evbuc.com/images/1027278403/245538011351/1/logo.20250509-152837,1359682780799,"Business, Education, Community & Culture",Business,Education,Community & Culture
STEM,Information Security Summit 2025,Protecting NYs Data & Information Systems,https://www.eventbrite.com/e/information-security-summit-2025-tickets-1583014040609,2025-10-07T09:00:00-04:00,2025-10-07 15:30:00-04:00,40.7033226,-74.0088962,https://cdn.evbuc.com/images/1093962003/130664635387/1/logo.20250812-164749,1583014040609,"Business, Education, STEM",Business,Education,STEM
STEM,6th Annual Ethics & Technology Forum with special guest speaker Karen Hao,How thoroughly will AI will alter society and what role we can all play in actively shaping AI so that it benefits are widespread?,https://www.eventbrite.com/e/6th-annual-ethics-technology-forum-with-special-guest-speaker-karen-hao-tickets-1571472008079,2025-10-10T16:30:00-04:00,2025-10-10 19:00:00-04:00,40.7380309,-73.99907559999997,https://cdn.evbuc.com/images/1091487133/397929728081/1/logo.20250808-173215,1571472008079,"STEM, Education, Business",STEM,Education,Business
STEM,Women in Tech New York 2025,The Women in Tech Job Fair and Career Summit is an annual event dedicated to empowering women in the technology sector.,https://www.eventbrite.com/e/women-in-tech-new-york-2025-tickets-1534063117079,2025-10-16T18:00:00-05:00,2025-10-16 21:00:00-05:00,40.7275043,-73.9800645,https://cdn.evbuc.com/images/1082254333/2598749707391/1/logo.20250727-205244,1534063117079,"STEM, Business, Education",STEM,Business,Education
STEM,Conspicuous Consumers: An Engelberg Center Symposium,"Over exposed and under explored, consumers play critical roles across a range of legal doctrines.  Were giving them their due.",https://www.eventbrite.com/e/conspicuous-consumers-an-engelberg-center-symposium-tickets-1481052320359,2025-10-16T11:30:00-04:00,2025-10-17 16:00:00-04:00,40.7305635,-73.9995861,https://cdn.evbuc.com/images/1087763733/74467844351/1/logo.20250804-151335,1481052320359,"Business, Education, Charity & Social Causes",Business,Education,Charity & Social Causes
STEM,Meta-Research Symposium 2025,"Register for NYU Langones inaugural Meta-Research Symposium, “Meta-Research Matters: Designing the Future of Research.”",https://www.eventbrite.com/e/meta-research-symposium-2025-tickets-1608088037609,2025-10-20T13:00:00-04:00,2025-10-20 18:30:00-04:00,40.7420165,-73.9736533,https://cdn.evbuc.com/images/1104578563/2256898338083/1/logo.20250825-175038,1608088037609,"STEM
Education
Health & Fitness",STEM,,
STEM,Beyond Code: Building Products That Matter,"What happens when engineers own outcomes, not just outputs",https://www.eventbrite.com/e/beyond-code-building-products-that-matter-tickets-1598701000729,2025-09-30T17:30:00-04:00,2025-09-30 20:00:00-04:00,40.71607349999999,-74.0350651,https://cdn.evbuc.com/images/1108727883/793814957153/1/logo.20250829-150029,1598701000729,"Business, STEM, Education",Business,STEM,Education
STEM,Build Great Products with Quality and Empathy | 4th New York Meetup,"Get ready to connect, learn, and share experiences with fellow testers in the community.",https://www.eventbrite.com/e/build-great-products-with-quality-and-empathy-4th-new-york-meetup-tickets-1652337488909,2025-10-01T17:30:00-04:00,2025-10-01 19:30:00-04:00,40.7551606,-73.9924118,https://cdn.evbuc.com/images/1110624553/2284684559573/1/logo.20250901-143823,1652337488909,"Community & Culture, Business, Education",Community & Culture,Business,Education
STEM,"NYC Tech Connect: Monthly Networking Mixer for Innovators, Developers, etc.","Come hang out with fellow tech enthusiasts, developers, and innovators at our monthly networking mixer in NYC!",https://www.eventbrite.com/e/nyc-tech-connect-monthly-networking-mixer-for-innovators-developers-etc-tickets-1668749116529,2025-10-01T18:00:00-04:00,2025-10-01 21:00:00-04:00,40.73086329999999,-73.9886975,https://cdn.evbuc.com/images/1061411903/2740134732861/1/logo.20250626-190345,1668749116529,"Community & Culture, Business, STEM",Community & Culture,Business,STEM
STEM,NYC Tech Toastmasters Oct 2025 | `1st Meeting *One Drink Minimum*,Join us for our NYC Tech Toastmasters meeting and improve your leadership and public speaking skills in a fun and supportive group!,https://www.eventbrite.com/e/nyc-tech-toastmasters-oct-2025-1st-meeting-one-drink-minimum-tickets-1397158351239,2025-10-01T18:30:00-04:00,2025-10-01 20:00:00-04:00,40.7293818,-73.9880826,https://cdn.evbuc.com/images/1045993463/2003839499903/1/logo.20250604-184715,1397158351239,"Business, Education, Community & Culture",Business,Education,Community & Culture
STEM,TouchDesigner Meetup: Jam + Show & Tell,"Come hang out with fellow TouchDesigner enthusiasts for an evening of building, experimenting, and sharing!",https://www.eventbrite.com/e/touchdesigner-meetup-jam-show-tell-tickets-1632799761039,2025-09-28T15:00:00-04:00,2025-09-28 19:00:00-04:00,40.6836146,-73.98167289999998,https://cdn.evbuc.com/images/1105761613/73882583/1/logo.20250826-190526,1632799761039,"Community & Culture, STEM, Music",Community & Culture,STEM,Music
STEM,Intro to Bioplastics: Stained Glass Panels,Join us for a hands-on workshop to create stained bioglass! Learn about the art and science of bioplastics.,https://www.eventbrite.com/e/intro-to-bioplastics-stained-glass-panels-tickets-1458450979139,2025-09-28T10:00:00-04:00,2025-09-28 14:00:00-04:00,40.6571673,-74.00316709999998,https://cdn.evbuc.com/images/991574633/15815826195/1/logo.20250324-204818,1458450979139,"STEM, Education, Home & Lifestyle",STEM,Education,Home & Lifestyle
STEM,PRIVÉ | Latin Tech Fridays 2025 | Hotel Chantelle,Get ready to dance the night away to the hottest Latin tech beats at PRIVÉ - its going to be a Friday to remember!,https://www.eventbrite.com/e/prive-latin-tech-fridays-2025-hotel-chantelle-tickets-1592768165459,2025-08-15T22:00:00-04:00,2026-01-03 04:00:00-05:00,40.7184,-73.98897149999999,https://cdn.evbuc.com/images/1096409683/1385739657363/1/logo.20250815-015900,1592768165459,"Nightlife & Parties, Music",Nightlife & Parties,Music,
STEM,Readiness for AI: a Workshop for NYC Executives Driving Change,"Lead the AI revolution! Join NYC execs at the Readiness for AI workshop to master adoption, inspire change & drive success with your teams.",https://www.eventbrite.com/e/readiness-for-ai-a-workshop-for-nyc-executives-driving-change-tickets-1670910992759,2025-10-10T18:30:00-04:00,2025-10-10 20:30:00-04:00,40.7603552,-73.98513729999999,https://cdn.evbuc.com/images/1116403473/445123581632/1/logo.20250906-224315,1670910992759,"Business
Education
STEM",STEM,,
STEM,"Autumn Lecture: Adam Tooze on Electrostates, Petrostates & the New Cold War",The 2025 LRB Autumn Lecture: a new annual lecture in New York,https://www.eventbrite.co.uk/e/autumn-lecture-adam-tooze-on-electrostates-petrostates-the-new-cold-war-tickets-1693392726229,2025-10-27T19:30:00-04:00,2025-10-27 21:00:00-04:00,40.73542459999999,-73.9938061,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1127038183%2F66759150595%2F1%2Foriginal.20250917-150923?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=24d0ca44e1399468270dca1d701962c2,1693392726229,"Education, Business, Community & Culture",Education,Business,Community & Culture
STEM,"Plato’s “Allegory of the Cave,” Mind Review & Cognitive Test",...be so creatively removed from reality that the elusive Mind as no choice but to come out of hiding....,https://www.eventbrite.co.uk/e/platos-allegory-of-the-cave-mind-review-cognitive-test-tickets-1051369503487,2024-10-19T21:00:00+01:00,2025-09-30 22:00:00+01:00,40.75368539999999,-73.9991637,https://cdn.evbuc.com/images/1114771663/227342121523/1/logo.20250904-213849,1051369503487,"Education, Community & Culture, STEM",Education,Community & Culture,STEM
STEM,"EXIN BCS AI Essentials 1 Day Training in New York City, NY","Gain foundational AI knowledge, explore ethical issues, and prepare for certification in this 1-day EXIN BCS AI Essentials course.",https://www.eventbrite.sg/e/exin-bcs-ai-essentials-1-day-training-in-new-york-city-ny-tickets-1372531060349,2025-06-26T09:00:00-04:00,2025-12-19 17:00:00-05:00,40.7131141,-74.0095747,https://cdn.evbuc.com/images/1033826253/2740397811611/1/logo.20250519-093708,1372531060349,"Education, Business, STEM",Education,Business,STEM
STEM,MOCA TALKS – Rock Springs Chinatown and the 1885 Chinese Massacre,Discover daily life in Rock Springs Chinatown before and after the 1885 Chinese Massacre in this archaeological talk.,https://www.eventbrite.com/e/moca-talks-rock-springs-chinatown-and-the-1885-chinese-massacre-tickets-1669719178009,2025-10-01T18:30:00-04:00,2025-10-01 19:30:00-04:00,40.7193785,-73.99905059999999,https://cdn.evbuc.com/images/1120295873/265477260866/1/logo.20250910-175606,1669719178009,"Community & Culture, Education, Charity & Social Causes",Community & Culture,Education,Charity & Social Causes
STEM,"Unlock Your Inner Leader with Awareness - 1 day Workshop in New York, NY","Develop conscious leadership through self-awareness, empathy, and purpose. Lead with clarity, presence, and impact in today’s complex world.",https://www.eventbrite.sg/e/unlock-your-inner-leader-with-awareness-1-day-workshop-in-new-york-ny-tickets-1367021190179,2025-06-11T09:00:00-04:00,2025-12-04 17:00:00-05:00,40.7131141,-74.0095747,https://cdn.evbuc.com/images/1030567683/2740397811611/1/logo.20250514-111250,1367021190179,"Business
Education
Community & Culture",STEM,,
STEM,Introduction to fNIRS,Soterix Medical is partnering with Artinis to host a one-day introductory course on fNIRS.,https://www.eventbrite.com/e/introduction-to-fnirs-tickets-1500038177569,2025-10-10T09:00:00-04:00,2025-10-10 16:30:00-04:00,40.752806,-73.98584720000001,https://cdn.evbuc.com/images/1075604463/406289819927/1/logo.20250717-131355,1500038177569,"STEM, Education, Health & Fitness",STEM,Education,Health & Fitness
STEM,Vape Mic: Build a DIY microphone out of a disposable vape,Be guided through the reassembly of disposable vape components and the addition of a microphone element to make your very own Vape Mic.,https://www.eventbrite.com/e/vape-mic-build-a-diy-microphone-out-of-a-disposable-vape-tickets-1689226284289,2025-10-08T19:00:00-04:00,2025-10-08 22:00:00-04:00,40.6836146,-73.98167289999998,https://cdn.evbuc.com/images/1121428823/73882583/1/logo.20250911-173707,1689226284289,"STEM
Home & Lifestyle
Music",STEM,,
STEM,Working with Slime Mold: A Living Collaboration,Collaborate with slime mold! Discover their gooey genius & make living art in this hands on workshop!,https://www.eventbrite.com/e/working-with-slime-mold-a-living-collaboration-tickets-1659770521309,2025-10-05T15:00:00-04:00,2025-10-05 17:00:00-04:00,40.657167,-74.00316699999996,https://cdn.evbuc.com/images/1045645483/15815826195/1/logo.20250604-122053,1659770521309,"STEM, Education, Community & Culture",STEM,Education,Community & Culture
STEM,Biohacker Boot Camp,"Learn the techniques that facilitated the biotechnology revolution, get hands-on experience, & find out where the future is going with DNA!",https://www.eventbrite.com/e/biohacker-boot-camp-tickets-1527492223359,2025-10-18T10:00:00-04:00,2025-10-25 14:00:00-04:00,40.657167,-74.00316699999996,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F442279269%2F15815826195%2F1%2Foriginal.20190826-214616?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C392%2C7360%2C3680&s=075eac6c1ba821320af10d95d44dbbb9,1527492223359,"STEM, Education",STEM,Education,
Food & Drink,UNPLUGGED NYC | LOCK YOUR PHONE &  LIVE THE MOMENT,Tired of seeing everyone glued to their screens? It’s time to disconnect to reconnect at UNPLUGGED the event where phones are locked away!,https://www.eventbrite.com/e/unplugged-nyc-lock-your-phone-live-the-moment-tickets-1505301660789,2025-09-27T22:00:00-04:00,2025-09-28 03:00:00-04:00,40.6730655,-73.9503656,https://cdn.evbuc.com/images/1076772643/238086577899/1/logo.20250718-230230,1505301660789,"Community & Culture, Health & Fitness, Music",Community & Culture,Health & Fitness,Music
Food & Drink,STORYTIME! Plenty Books,Saturday Sept 27th we bring back the Book Fair vibes! What’s your favorite book?,https://www.eventbrite.com/e/storytime-plenty-books-tickets-1704583829119,2025-09-27T22:00:00-04:00,2025-09-28 04:00:00-04:00,40.6592351,-73.9162904,https://cdn.evbuc.com/images/1125070573/243359698154/1/logo.20250916-002847,1704583829119,"Community & Culture, Education",Community & Culture,Education,
Food & Drink,CHEF JJ JOHNSON PRESENTS THE COOKOUT,"Join Chef JJ and Angela Yee for The Cookout– a vibrant celebration where culinary creativity, community, and music take center stage.",https://www.eventbrite.com/e/chef-jj-johnson-presents-the-cookout-tickets-1645188415839,2025-10-18T15:00:00-04:00,2025-10-18 19:00:00-04:00,40.7572236,-73.9731084,https://cdn.evbuc.com/images/1112003653/2881604245631/1/logo.20250902-185300,1645188415839,"Food & Drink
Community & Culture
Music",Food & Drink,,
Food & Drink,Monrovia to Manhattan,"Join us Sept 28, 5–11PM at 1154 1st Ave for Monrovia to Manhattan: A Liberian Food Experience. Tickets: MonroviaToManhattan.Eventbrite.com",https://www.eventbrite.com/e/monrovia-to-manhattan-tickets-1695569115869,2025-09-28T17:00:00-04:00,2025-09-28 23:00:00-04:00,40.7623324,-73.959857,https://cdn.evbuc.com/images/1122984063/209849024044/1/logo.20250913-142507,1695569115869,"Community & Culture
Food & Drink
Nightlife & Parties",Food & Drink,,
Food & Drink,BACCHANAL ON THE BOAT,"️️ SAT SEPT 27TH WE GOING ON THE WATER ️ 
 THE HIGHLY REQUESTED BOAT RIDE BACCHANAL ON THE BOAT!! SAILING 8PM BROOKLYN ARMY TERMINAL",https://www.eventbrite.com/e/bacchanal-on-the-boat-tickets-1670745517819,2025-09-27T20:00:00-04:00,2025-09-28 00:00:00-04:00,40.6447024,-74.02604760000001,https://cdn.evbuc.com/images/1116193593/232344690081/1/logo.20250906-154039,1670745517819,"Nightlife & Parties, Music, Community & Culture",Nightlife & Parties,Music,Community & Culture
Food & Drink,"Sip, Savour and Song","An Evening of Cabaret, Theatre and Community in support of Magis",https://www.eventbrite.com/e/sip-savour-and-song-tickets-1696815594119,2025-10-15T19:00:00-04:00,2025-10-15 21:30:00-04:00,40.7375359,-73.9948254,https://cdn.evbuc.com/images/1123407603/403827044335/1/logo.20250914-085123,1696815594119,"Comedy & Performance, Community & Culture, Charity & Social Causes, Music, Food & Drink",Comedy & Performance,Community & Culture,
Food & Drink,Nonas Supper Club,A New Kind of Dinner Theater!,https://www.eventbrite.com/e/nonas-supper-club-tickets-1595863192769,2025-10-18T18:30:00-04:00,2025-11-15 20:00:00-05:00,40.7455351,-73.9937764,https://cdn.evbuc.com/images/1118755533/2274615435663/1/logo.20250909-140602,1595863192769,"A New Kind of Dinner Theater!: Comedy & Performance, Food & Drink, Nightlife & Parties
Nonas Supper Club: Food & Drink, Community & Culture, Music",,Food & Drink,
Food & Drink,The Pole Brunch: ASYLUM - FOOD ADD-ON,This ticket is for food only and must be purchased in addition to a show ticket for entry to the event.,https://www.eventbrite.com/e/the-pole-brunch-asylum-food-add-on-tickets-1731221603419,2025-10-25T12:15:00-04:00,2025-10-25 15:00:00-04:00,40.720581,-74.0413729,https://cdn.evbuc.com/images/1135746243/189020752635/1/logo.20250925-213930,1731221603419,"Food & Drink
Community & Culture",Food & Drink,,
Food & Drink,Central Park LIVE: NYCs newest Immersive Dining Experience,"Rock & Roll, great bites, and magic collide at NYC’s newest immersive dining experience.",https://www.eventbrite.com/e/central-park-live-nycs-newest-immersive-dining-experience-tickets-1571073185189,2025-08-08T13:30:00-04:00,2025-10-31 22:30:00-04:00,40.7661278,-73.9799349,https://cdn.evbuc.com/images/1091348273/2859123856791/1/logo.20250808-144157,1571073185189,"Music
Food & Drink
Nightlife & Parties",Food & Drink,,
Food & Drink,Curds & Chords: all-you-can-eat cheese concert,"500 lbs of all-you-can-eat cheese, 4 local musicians performing acoustic sets, a star-studded team of cheesemongers: this is Curds & Chords",https://www.eventbrite.com/e/curds-chords-all-you-can-eat-cheese-concert-tickets-1587803646449,2025-09-30T18:00:00-04:00,2025-09-30 21:00:00-04:00,40.71166129999999,-73.93546529999999,https://cdn.evbuc.com/images/1007033423/2354170308683/1/logo.20250411-192601,1587803646449,"Food & Drink, Music, Community & Culture",Food & Drink,Music,Community & Culture
Food & Drink,Barbarinos Big Nite Out!,"A  Variety Show with Singers, Comedians & Specialty Acts",https://www.eventbrite.com/e/barbarinos-big-nite-out-tickets-1625234844169,2025-09-30T19:00:00-04:00,2025-09-30 20:30:00-04:00,40.7592528,-73.9668861,https://cdn.evbuc.com/images/944442063/456426260402/1/logo.20250125-120220,1625234844169,"Music
Comedy & Performance
Nightlife & Parties",Food & Drink,,
Food & Drink,Noise Complaint at Time Out Market powered by Cazadores Tequila,New York’s own DJ LSJ (@lovesweetjones_) is bringing the noise to Time Out Market!,https://www.eventbrite.com/e/noise-complaint-at-time-out-market-powered-by-cazadores-tequila-tickets-1256379538019,2025-04-05T22:00:00-04:00,2026-04-05 02:00:00-04:00,40.703419,-73.99160740000002,https://cdn.evbuc.com/images/966079203/764858118303/1/logo.20250221-101640,1256379538019,"Music
Nightlife & Parties
Food & Drink",Food & Drink,,
Food & Drink,Davidoff Torcedores on Tour,Our Master Roller will be accompanied by the Davidoff Ambassador to bring to life the story of why our Davidoff rollers are the Difference.,https://www.eventbrite.com/e/davidoff-torcedores-on-tour-tickets-1645166209419,2025-10-09T19:00:00-04:00,2025-10-09 22:00:00-04:00,40.7597222,-73.97388889999999,https://cdn.evbuc.com/images/1108942543/58320847073/1/logo.20250829-183422,1645166209419,"Community & Culture, Business, Home & Lifestyle",Community & Culture,Business,Home & Lifestyle
Food & Drink,The Golden Age of Bar Culture: A Gilded Age Walking Tour with Cocktails,Join us for a boozy stroll through history with a cocktail and bar themed walk of Gilded Age Manhattan.,https://www.eventbrite.com/e/the-golden-age-of-bar-culture-a-gilded-age-walking-tour-with-cocktails-tickets-1716965834029,2025-11-09T15:00:00-05:00,2025-11-09 18:00:00-05:00,40.7416924,-73.9869551,https://cdn.evbuc.com/images/1128533493/142500595175/1/logo.20250918-192132,1716965834029,"Food & Drink, Community & Culture, Nightlife & Parties",Food & Drink,Community & Culture,Nightlife & Parties
Food & Drink,Tour of Europe Cheese & Wine Tasting,Take a tour across Europe without leaving Manhattan in this guided tasting of the continents most iconic cheeses and wines.,https://www.eventbrite.com/e/tour-of-europe-cheese-wine-tasting-tickets-1489651621099,2025-11-01T17:30:00-04:00,2025-11-01 19:00:00-04:00,40.73107,-74.00304,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F534190849%2F141392852881%2F1%2Foriginal.20230612-160058?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0841400823645e2a603d65c21bf8e9ba,1489651621099,"Food & Drink
Community & Culture
Education",Food & Drink,,
Food & Drink,Day Trip To Wine Country™  - Long Island,"A fun, full-day wine tour exploring local wineries and tasting delicious wines with a Sommelier host.",https://www.eventbrite.com/e/day-trip-to-wine-countrytm-long-island-tickets-1305691280769,2025-04-26T09:00:00-04:00,2025-11-08 18:00:00-05:00,40.7503629,-73.97613299999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F715375359%2F48689215320%2F1%2Foriginal.20240309-043404?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C845%2C4032%2C2016&s=316abb2687f704351ef5b03438a9ec93,1305691280769,"Food & Drink, Community & Culture, Education",Food & Drink,Community & Culture,Education
Food & Drink,True Crime NYC: Mafia Walk w/Ret. NYPD Detective & Local Food,"Join us for a thrilling Mafia Walk in NYC led by a retired NYPD Detective, followed by tasting delicious local food along the way!",https://www.eventbrite.com/e/true-crime-nyc-mafia-walk-wret-nypd-detective-local-food-tickets-1660432691879,2025-09-14T11:00:00-04:00,2027-01-26 14:30:00-05:00,40.7306699,-73.9855247,https://cdn.evbuc.com/images/1105599503/346757713981/1/logo.20250826-164953,1660432691879,"Community & Culture, Food & Drink, Education",Community & Culture,Food & Drink,Education
Food & Drink,Vegan Food Crawl in Artsy Brooklyn (Daytime Crawl),Vegan Food Crawl in Artsy Brooklyn,https://www.eventbrite.com/e/vegan-food-crawl-in-artsy-brooklyn-daytime-crawl-tickets-1116108413309,2024-12-20T15:30:00-05:00,2026-04-04 15:30:00-04:00,40.703888,-73.93319199999996,https://cdn.evbuc.com/images/674138779/83714442605/1/logo.20240114-063135,1116108413309,"Food & Drink, Community & Culture",Food & Drink,Community & Culture,
Food & Drink,CiderFeast™ Brooklyn 2025,"Kick off Cider Week New York at CiderFeast™ Brooklyn, an all-inclusive celebration of everything hard cider and the foods that go with it.",https://www.eventbrite.com/e/ciderfeasttm-brooklyn-2025-tickets-1374460521419,2025-10-04T12:00:00-04:00,2025-10-04 16:00:00-04:00,40.6565873,-74.00916749999999,https://cdn.evbuc.com/images/1037015963/17483047619/1/logo.20250522-183217,1374460521419,"Food & Drink, Community & Culture",Food & Drink,Community & Culture,
Food & Drink,Chile Wine Fest 2025,Join us for a night of delicious Chilean wines. Taste a variety of wines from different regions of Chile and discover your new favorite.,https://www.eventbrite.com/e/chile-wine-fest-2025-tickets-1567799162499,2025-10-20T18:00:00-04:00,2025-10-20 20:30:00-04:00,40.7286986,-73.9921782,https://cdn.evbuc.com/images/1102055343/517713836217/1/logo.20250821-200012,1567799162499,"Food & Drink, Community & Culture, Nightlife & Parties",Food & Drink,Community & Culture,Nightlife & Parties
